Watchlist,,,,,,,,,,,,,,,,,,,,,,,,,,Holiday Calender Data,,,,,Stock Market Trading and Investment Quotes,,,Lot Size,,,
"""NSE All Stock"" List",,"""NSE Cash"" List",,"""Nifty Indices"" List",,"""Nifty50""
Stocks List",,"""Futures""
Stocks List",,"""Nifty 500"" List",,"""Nifty 500
Multicap
50:25:25"" List",,"""All ETFs"" List",,"""Gold ETFs"" List",,"""Silver ETFs"" List",,"""My Favourite""
Watchlist-1",,"""My Holdings""
Watchlist-2",,"""Penny Stocks""
Watchlist-3",,Status (2026),Date,Day,Occasion,,Quotation,Author,,Symbol,Jul-26,Aug-26,Sep-26
SOLARA,,LORDSCHLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITDC,,LEXUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRAIL,,SOLARINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GANESHCP,,INDIAMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARMAENG,,SOBHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANG,,HONASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MID150,,SAURASHCEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADROITINFO,,KICL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NILAINFRA,,ENRIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOBHA,,NELCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPOLYINVST,,ARSSBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOLINS,,IVALUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACL,,MUTHOOTMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUDRA,,YATRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSELECT,,SBINMID150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHCL,,UFLEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SURAKSHA,,TIPSFILMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANOMAY,,ASHIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATIA,,HUHTAMAKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MGEL,,BANARBEADS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLARINDS,,EASTSILK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCX,,3PLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POKARNA,,ORIENTALTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NELCO,,AVANTIFEED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VEDL,,KKCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICIL,,INDUSTOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCLIND,,IEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELMC,,BRIGHOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVANTIFEED,,ACSTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFLEX,,INGERRAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMCO,,ISGEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LORDSCHLO,,CELLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LEXUS,,CAMPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYSML250MQ100,,KAMATHOTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWERINDIA,,THEINVEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HONASA,,KOTHARIPRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KICL,,PRAENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVALON,,TASTYBITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LICI,,BIRLANU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDGN,,LICI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVALUE,,GHCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOTUSDEV,,RUSTOMJEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBINMID150,,BTML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISAQ,,ACCELYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENRIN,,GEECEE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHILPAMED,,VIDHIING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMRAT,,PRAKASHSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASHIANA,,TAALTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUHTAMAKI,,HPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTHERSON,,IPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANARBEADS,,MUNJALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTSILK,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3PLAND,,SRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTALTL,,ONELIFECAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRLANU,,ZEELEARN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISGEC,,BANARISUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GODREJCP,,FACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXCELINDUS,,TEMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KKCL,,REPCOHOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELLEN,,RBLBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRIGHOTEL,,ASIANENE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GOLDTECH,,NURECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INGERRAND,,EIEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTLIFE,,SDBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPL,,AAKASH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBLBANK,,MCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPL,,ZOTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KAMATHOTEL,,MAGADSUGAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IEX,,PARKHOTELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOTHARIPRO,,ISHANCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JISLJALEQS,,HUBTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAJTV,,TRANSWORLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAENG,,WCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NESTLEIND,,SUMEETINDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOSCH-HCIL,,KRITIKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDHOTEL,,PREMIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUSTOMJEE,,BOSCH-HCIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CROMPTON,,ALBERTDAVD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLSE,,MAMATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNXT50BETA,,ICIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTML,,PRAVEG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACCELYA,,DEVYANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VIDHIING,,ADVAIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAALTECH,,SIYSIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDIAMART,,CHEMBONDCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTOWER,,PALREDTEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAFATIND,,CENTRALBK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,SAHYADRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRD,,MOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEELEARN,,PRIVISCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BANARISUG,,JISLJALEQS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALUFORGE,,EXIDEIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPCOHOME,,VEDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEECEE,,CROMPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASIANENE,,JUNIPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NURECA,,ARCHIDPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMBALALSA,,CHALET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AAKASH,,CARRARO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANGAMIND,,RITCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGADSUGAR,,PASUPTAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CELLO,,HATHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXIDEIND,,SMLMAH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHWEST,,WAAREEENER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBIETFQLTY,,SUPRAJIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISHANCH,,RUBYMILLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63MOONS,,GIPCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNGSNGBEES,,IREDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPACK,,URBANCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREMIER,,FINEORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALBERTDAVD,,ORISSAMINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHSEAMLES,,SIEMENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARIABEES,,DIGJAMLMTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAMATA,,21STCENMGM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAVEG,,SMALL250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONEXT50,,NAVKARURB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDSELIETF,,PGHH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIYSIL,,DLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAREGAMA,,SAREGAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBONDCH,,EIHAHOTELS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALREDTEC,,VINYLINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYSMALLCAP50,,SHANKARA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAHYADRI,,CREDITACC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IGCL,,GARFIBRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUMEETINDS,,ITDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEEKAYWIRE,,BALUFORGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTNPOWER,,DELHIVERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMLMAH,,SOUTHWEST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOMEFIRST,,BBTCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IREDA,,KOPRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOHINOOR,,AVANTEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUKKA,,LOTUSDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDCAP50,,IGCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAAREEENER,,COFFEEDAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIVENI,,SANGAMIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUBTOWN,,TVSELECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUNIPER,,LIBERTSHOE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNPL,,MAHEPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEVYANI,,JUBLCPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARCHIDPLY,,TTKHLTCARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRALBK,,MAHSEAMLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYGROWSECT15,,BHAGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3BBLACKBIO,,MIRZAINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FACT,,CIFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHALET,,EXXARO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARRARO,,HOMEFIRST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RITCO,,ADVENTHTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASUPTAC,,AGRITECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANMOL,,GOLDTECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HATHWAY,,RSSOFTWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYM150QLTY50,,RANASUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCLIFE,,LAURUSLABS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKUMS,,DIAMONDYD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUPRAJIT,,BIOCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBYMILLS,,INDOTHAI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HARRMALAYA,,TNTELE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIEL,,GODREJCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIPCL,,GULFOILLUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMIRCHAND,,ORCHPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVANIHOTR,,HDFCLIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXSMALLCAP,,MINDACORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYTATA25CAP,,PIGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORISSAMINE,,AZAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATAINDIA,,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REFEX,,SBILIFE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIGJAMLMTD,,AUROPHARMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21STCENMGM,,MIDWESTLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMALL250,,AKUMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDSELECT,,NCLIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FINEORG,,AARVI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBILIFE,,ESTER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GREENPLY,,AHCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHANKARA,,LYPSAGEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOM100,,SANOFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UJJIVANSFB,,SWANCORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOL,,DJML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCLOUD,,ROSSELLIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTY200QUALITY30,,CENTRUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JINDALSAW,,PAVNAIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBTCL,,BLSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRANSWORLD,,REDTAPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCIL,,GLOBAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROZONER,,SGL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOIPO,,ZENTEC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INNOVACAP,,LGEINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICICIPRULI,,ICICIPRULI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELHIVERY,,TARIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIBERTSHOE,,EPACK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOQUALITY,,EMCURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAHEPC,,RAJPALAYAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUALITY30,,ZFSTEERING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTL,,BATAINDIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNXMIDCAP,,GMDCLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMIDSMLHLTH,,MEDICAMEQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JUBLCPL,,VRAJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUROPHARMA,,ORIENTCER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREDITACC,,ASHIMASYN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTKHLTCARE,,SYNCOMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHAGERIA,,KEI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCGROWTH,,JSWENERGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRZAINT,,ZUARIIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EXXARO,,NACLIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYSMALLCAP250,,J&KBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TASTYBITE,,TOUCHWOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKFINDUS,,SIKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONARCH,,NDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCAL,,MITTAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVANTEL,,KERNEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVENTHTL,,AHLUCONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AGRITECH,,JINDALSAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDSMALL,,JAGRAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RSSOFTWARE,,TIMKEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANASUG,,KIOCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYDIVOPPS50,,MANAKSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTIENG,,MOTISONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DLF,,ARMANFIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVSSCS,,GLOBUSSPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTISONS,,TRIVENI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNTELE,,WALCHANNAG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PGHH,,ENIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULFOILLUB,,VIDYAWIRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIOCON,,OMFREIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HDFCSML250,,UJJIVANSFB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIGL,,BRITANNIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJANTPHARM,,FORTIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDWESTLTD,,INNOVACAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICCADIL,,VMART,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCLIND,,TATAPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AARVI,,SREEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESTER,,CPEDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AHCL,,VASWANI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LYPSAGEMS,,FOODSIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAURUSLABS,,PAISALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAFNAPH,,TEXMOPIPES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNJALAU,,MCLOUD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENTRUM,,RCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAVNAIND,,JWL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRITIKA,,SOMICONVEY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIFTYMS400MQ100,,DREAMFOLKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMDCLTD,,HCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINDACORP,,INDIGOPNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANHLIFE,,PICCADIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKHOTELS,,LIKHITHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLOBAL,,SUPREMEENG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANAKCOAT,,IFBIND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MID150CASE,,IRCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGL,,OILCOUNTUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KOPRAN,,MBLINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
URBANCO,,HINDCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFSTEERING,,ENERGYDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORCHPHARMA,,63MOONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BFUTILITIE,,TVSSCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TARIL,,EQUITASBNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEDICAMEQ,,ORIENTPPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VRAJ,,KALYANIFRG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRITI,,GREENPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTCER,,INDIANCARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVIDEND,,SHRIKRISH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDCAPETF,,SOUTHBANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV20,,RPOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANOFI,,GRINFRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZAD,,EXPLEOSOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADVAIT,,BMWVENTLTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANCORP,,SSDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUARIIND,,TICL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J&KBANK,,GLAXO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOUCHWOOD,,SJS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSWALSEEDS,,JLHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIKKO,,RELAXO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NDL,,INVENTURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITTAL,,JINDALPHOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
